ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
3083,Dumbbell Seated Curl (female),Strength,Upper Arms,Dumbbell,Female,,
3084,Dumbbell Single Arm Preacher Curl (female),Strength,Upper Arms,Dumbbell,Female,Brachialis,"Biceps Brachii, Brachioradialis"
3085,Dumbbell Standing One Arm Curl (over incline bench) (female),Strength,Upper Arms,Dumbbell,Female,,
3086,Elbow To Knee Twists (male),Aerobic,Cardio,Body weight,Male,,
3087,EZ bar Biceps Curl (with arm blaster) (female),Strength,Upper Arms,EZ Barbell,Female,,
3088,Frog Hops (male),Aerobic,Cardio,Body weight,Male,,
3089,Groin Crunch (female),Strength,Waist,Body weight,Female,,
3090,Hanging Oblique Knee Raise (female),Strength,Waist,Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius"
3091,High Knee Skips (male),Aerobic,Cardio,Body weight,Male,,
3092,High Knee Squat (male),Aerobic,Cardio,Body weight,Male,,
3093,Janda Sit up (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
3094,Jumping Jack (male),Aerobic,Cardio,Body weight,Male,,
3095,Lateral Bound (male),Aerobic,Cardio,Body weight,Male,,
3096,Lever Alternating Narrow Grip Seated Row (plate loaded) (female),Strength,Back,Leverage machine,Female,,
3097,Lever Bent over Row (plate loaded) (female),Strength,Back,Leverage machine,Female,,
3098,Lever Bicep Curl (female),Strength,Upper Arms,Leverage machine,Female,,
3099,Lever Deadlift (plate loaded) (female),Strength,"Hips, Thighs",Leverage machine,Female,,
3100,Lever High Row (plate loaded) (female),Strength,Back,Leverage machine,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
3101,Lever Military Press (plate loaded) (female),Strength,Shoulders,Leverage machine,Female,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
3102,Lever Narrow Grip Seated Row (plate loaded) (female),Strength,Back,Leverage machine,Female,,
3103,Lever Preacher Curl (plate loaded) (female),Strength,Upper Arms,Leverage machine,Female,,
3104,Lever Reverse T-Bar Row (female),Strength,Back,Leverage machine,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
3105,Lever Rotary Calf (female),Strength,Calves,Leverage machine,Female,Gastrocnemius,Soleus
3106,Lever Seated Calf Raise (plate loaded) (female),Strength,Calves,Leverage machine,Female,Gastrocnemius,Soleus
3107,Lever Shrug (plate loaded) (female),Strength,Back,Leverage machine,Female,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
3108,Plyo Jacks (male),Aerobic,Cardio,Body weight,Male,,
3109,Skater (male),Aerobic,Cardio,Body weight,Male,,
3110,Smith Hip Thrust,Strength,Hips,Smith machine,Male,Gluteus Maximus,"Hamstrings, Quadriceps"
3111,Smith Split Squat (female),Strength,"Hips, Thighs",Smith machine,Female,,
3112,Smith Toe Raise (female),Strength,Calves,Smith machine,Female,,
3113,Split Jacks (male),Aerobic,Cardio,Body weight,Female,,
3114,Straight Leg Kickback (kneeling) (male),Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
3115,Triceps Dip (female),Strength,Upper Arms,Body weight,Female,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3116,Band Fixed Back Underhand Pulldown,Strength,Back,Band,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3117,Band Fixed Back Close Grip Pulldown,Strength,Back,Band,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3118,Potty Squat (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
3119,Potty Squat,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3120,Standing Calf Raise with Support (female),Strength,Calves,Body weight,Female,Gastrocnemius,Soleus
3121,Band Seated Straight Back Row,Strength,Back,Band,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3122,Resistance Band Seated Shoulder Press,Strength,Shoulders,Resistance Band,Male,,
3123,Resistance Band Seated Biceps Curl,Strength,Upper Arms,Resistance Band,Male,,
3124,Resistance Band Seated Chest Press,Strength,Chest,Resistance Band,Male,,
3125,Resistance Band Foot External Rotation,Strength,Calves,Resistance Band,Male,,
3126,Resistance Band Foot Plantar Flexion,Strength,Calves,Resistance Band,Male,,
3127,Resistance Band Foot Eversion,Strength,Calves,Resistance Band,Male,,
3128,Resistance Band Foot Inversion,Strength,Calves,Resistance Band,Male,,
3129,Scapula Retraction Protraction,Stretching,Back,Body weight,Male,,
3130,Scapula Elevation Depression,Stretching,Back,Body weight,Male,,
3131,Potty Squat with Support (female),Strength,Hips,Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3132,Potty Squat with Support,Strength,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3133,Resistance Band Seated Shoulder Press (female),Strength,Shoulders,Resistance Band,Female,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
3134,Resistance Band Seated Biceps Curl (female),Strength,Upper Arms,Resistance Band,Female,Biceps Brachii,"Brachialis, Brachioradialis"
3135,Resistance Band Seated Chest Press (female),Strength,Chest,Resistance Band,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3136,Static Position Lying Back with Pad (female),Stretching,,Body weight,Female,,
3137,Static Position Seated Back with Pad (female),Stretching,,Body weight,Female,,
3138,Static Position Standing (female),Stretching,,Body weight,Female,,
3139,Static Position Lying Front (female),Stretching,,Body weight,Female,,
3140,Static Position Seated Back (female),Stretching,,Body weight,Female,,
3141,Bird Dog (female),Strength,Hips,Body weight,Female,,
3142,Smith Sumo Squat,Strength,Hips,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
3143,Resistance Band Seated Straight Back Row (female),Strength,Back,Resistance Band,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3144,Resistance Band Seated Straight Back Row,Strength,Back,Resistance Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3145,Push-Up Plus,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior","Deltoid Anterior, Trapezius Middle Fibers, Triceps Brachii"
3146,Push-Up Plus (female),Strength,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior","Deltoid Anterior, Trapezius Middle Fibers, Triceps Brachii"
3147,Pelvic Tilt,Strength,Waist,Body weight,Male,"Gluteus Maximus, Rectus Abdominis","Hamstrings, Iliopsoas"
3148,Pelvic Tilt (female),Strength,"Hips, Waist",Body weight,Female,"Gluteus Maximus, Rectus Abdominis","Hamstrings, Iliopsoas"
3149,Chin Tuck,Strength,Neck,Body weight,Male,,
3150,Assisted Chin Tuck,Strength,Neck,Assisted,Male,,
3151,Chin Tuck (female),Strength,Neck,Body weight,Female,,
3152,Assisted Chin Tuck (female),Strength,Neck,Body weight,Female,,
3153,Side Kick Burpee,Aerobic,Plyometrics,Body weight,Male,,
3154,Body muscles (female) - with description,,,Body weight,Female,,
3155,Bodyweight Standing Close-grip One Arm Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3156,Bodyweight Standing Close-grip One Arm Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3157,Bodyweight Standing Close-grip Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3158,Bodyweight Standing Close-grip Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3159,Bodyweight Standing One Arm Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3160,Bodyweight Standing One Arm Row (with towel) (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3161,Bodyweight Standing One Arm Row (with towel),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3162,Bodyweight Standing One Arm Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3163,Bodyweight Standing Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3164,Bodyweight Standing Row (with towel) (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3165,Bodyweight Standing Row (with towel),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3166,Bodyweight Standing Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3167,Bodyweight Squatting Row (with towel),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3168,Bodyweight Squatting Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3169,Bodyweight Squatting Row (with towel) (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3170,Bodyweight Squatting Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3171,Right Hook. Boxing,Aerobic,Plyometrics,Body weight,Male,,
3172,Deadlift - Start pose,,Hips,Body weight,Male,,
3173,Sumo Deadlift - End pose,,Hips,Body weight,Male,,
3174,Barbell Bench Press (knees at 90 degrees),Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3175,Dumbbell Fly (knees at 90 degrees),Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
3176,Dumbbell Straight Arm Pullover (knees at 90 degrees),Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major"
3177,Lever Reverse Hyperextension (plate loaded) (female),Strength,Hips,Leverage machine,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3178,Stability Ball Reverse Hyperextension (off a bench) (female),Strength,Hips,Stability ball,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3179,Frog Reverse Hyperextension (on a bench) (female),Strength,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus, Gluteus Medius",Hamstrings
3180,Incline Reverse Hyperextension,Strength,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3181,Bodyweight Frog Pump,Strength,Hips,Body weight,Female,"Gluteus Maximus, Gluteus Medius","Hamstrings, Tensor Fasciae Latae"
3182,Weighted Frog Pump,Strength,Hips,Weighted,Female,"Gluteus Maximus, Gluteus Medius","Hamstrings, Tensor Fasciae Latae"
3183,Barbell Hang Clean Below the Knees (VERSION 2),Strength,Weightlifting,Barbell,Male,,
3184,Barbell Squat (with hanging band technique),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3185,Barbell Bench Press (with hanging band technique),Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3186,Barbell Military Press (with hanging band technique),Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
3187,Kettlebell Goblet Squat Jump (female),Aerobic,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
3188,Dumbbell Straight Arm Pullover (with hanging band technique),Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major"
3189,Body Fat Percentage (male),,Full body,Body weight,Male,,
3190,Body Type (male),,Full body,Body weight,Male,,
3191,Body Type (female),,Full body,Body weight,Female,,
3192,Body Fat Percentage (female),,Full body,Body weight,Female,,
3193,Glute-Ham Raise,Strength,Thighs,Body weight,Male,Hamstrings,"Gastrocnemius, Gluteus Maximus"
3194,Frankenstein squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3195,Lever Lying Two-One Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,Gastrocnemius
3196,Quick Feet Run,Aerobic,Cardio,Body weight,Male,,
3197,Prancing,Aerobic,Plyometrics,Body weight,Male,,
3198,ZigZag Hopes,Aerobic,Plyometrics,Body weight,Male,,
3199,Skips,Aerobic,Plyometrics,Body weight,Male,,
3200,Lever Bent-over Row with V-bar (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3201,Quarter Sit-up,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3202,Half Sit-up (male),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",Obliques
3203,Prisoner Half Sit-up (male),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3204,Arms Overhead Full Sit-up (male),Stretching,"Back, Waist",Body weight,Male,"Erector Spinae, Iliopsoas, Rectus Abdominis","Latissimus Dorsi, Obliques, Teres Major"
3205,Floor T-Raise (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus","Hamstrings, Infraspinatus, Trapezius Middle Fibers, Trapezius Upper Fibers"
3206,Prone Cobra Palms Under Thighs (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3207,Swimmer Kicks (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3208,Lying Back Extension (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3209,Lying Back Extension with Press (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3210,Prone Cobra Hands Interlocked (female),Stretching,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
3211,Kneeling Push-up (male),Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3212,Basic Toe Touch (male),Stretching,"Hips, Waist",Body weight,Male,"Erector Spinae, Gluteus Maximus, Hamstrings, Rectus Abdominis","Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Obliques, Pectoralis Major Clavicular Head, Serratus Anterior, Soleus"
3213,Side-to-Side Toe Touch (male),Stretching,Waist,Body weight,Male,,
3214,Arms Apart Circular Toe Touch (male),Stretching,"Hips, Waist",Body weight,Male,,
3215,Hands Reversed Clasped Circular Toe Touch (male),Stretching,"Hips, Waist",Body weight,Male,,
3216,Chest Tap Push-up (male),Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Brachialis, Brachioradialis, Deltoid Anterior, Triceps Brachii"
3217,Modified Hindu Push-up (male),Stretching,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis",
3218,Hands Clasped Circular Toe Touch (male),Stretching,"Hips, Waist",Body weight,Male,,
3219,Scissor Jumps (male),Aerobic,Cardio,Body weight,Male,,
3220,Astride Jumps (male),Aerobic,Cardio,Body weight,Male,,
3221,Half Knee Bends (male),Aerobic,Cardio,Body weight,Male,,
3222,Semi squat Jump (male),Aerobic,Cardio,Body weight,Male,,
3223,Star Jump (male),Aerobic,Cardio,Body weight,Male,,
3224,Jack Jump (male),Aerobic,Cardio,Body weight,Male,,
3225,Floor T Raise (male),Strength,Hips,Body weight,Male,,
3226,Prone Cobra Palms Under Thighs (male),Strength,Hips,Body weight,Male,,
3227,Swimmer Kicks (male),Strength,Hips,Body weight,Male,,
3228,Lying Back Extension (male),Strength,Hips,Body weight,Male,,
3229,Lying Back Extension with Press (male),Strength,Hips,Body weight,Male,,
3230,Prone Cobra Hands Interlocked (male),Strength,Hips,Body weight,Male,,
3231,Two Toe Touch (male),Stretching,"Back, Waist",Body weight,Male,,
3232,Cable Standing Rear Delt Horizontal Row (with rope),Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3233,Cable Seated Supine-grip Row (male),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
